Date,Drawdown
1997-05-31,0.0
1997-06-30,0.0
1997-07-31,0.0
1997-08-31,-2.3916468313325923
1997-09-30,0.0
1997-10-31,0.0
1997-11-30,-18.85256358468834
1997-12-31,-1.2294995948257292
1998-01-31,-3.278945043688586
1998-02-28,0.0
1998-03-31,0.0
1998-04-30,0.0
1998-05-31,-3.950905512968101
1998-06-30,0.0
1998-07-31,0.0
1998-08-31,-24.464425666694385
1998-09-30,0.0
1998-10-31,0.0
1998-11-30,0.0
1998-12-31,0.0
1999-01-31,0.0
1999-02-28,0.0
1999-03-31,0.0
1999-04-30,-0.07259970412906663
1999-05-31,-31.034490398041115
1999-06-30,-27.33213256923086
1999-07-31,-41.88747045859994
1999-08-31,-27.76770310110622
1999-09-30,-7.150644386067813
1999-10-31,-17.967341210301537
1999-11-30,-1.197828655171898
1999-12-31,-11.578954947530264
2000-01-31,-25.009080501595943
2000-02-29,-20.000011077159616
2000-03-31,-22.177869275116212
2000-04-30,-35.898371491378924
2000-05-31,-43.88385155055311
2000-06-30,-57.82214734062321
2000-07-31,-65.00907773230604
2000-08-31,-51.79673744417804
2000-09-30,-55.353906941889775
2000-10-31,-57.459170974297116
2000-11-30,-71.32486706023815
2000-12-31,-81.92377723388924
2001-01-31,-79.89110875167611
2001-02-28,-88.16697101162714
2001-03-31,-88.1176056497945
2001-04-30,-81.67114599308675
2001-05-31,-80.61415788386374
2001-06-30,-83.5644305758406
2001-07-31,-85.49256113345928
2001-08-31,-89.61597218414448
2001-09-30,-93.06569946447472
2001-10-31,-91.89255972112143
2001-11-30,-86.85154446067249
2001-12-31,-87.43230609293626
2002-01-31,-83.51796881447254
2002-02-28,-83.62250673906698
2002-03-31,-83.39020208616147
2002-04-30,-80.61415788386374
2002-05-31,-78.82541122570433
2002-06-30,-81.12522895104283
2002-07-31,-83.21597221183738
2002-08-31,-82.64682636607687
2002-09-30,-81.49691611876267
2002-10-31,-77.51288827521424
2002-11-30,-72.87840546502747
2002-12-31,-78.0588039326132
2003-01-31,-74.62069313110871
2003-02-28,-74.43484885492632
2003-03-31,-69.76552145451967
2003-04-30,-66.6758662477285
2003-05-31,-58.312890435260364
2003-06-30,-57.81343515458454
2003-07-31,-51.63412474100216
2003-08-31,-46.19819143214935
2003-09-30,-43.74737540549327
2003-10-31,-36.77823027974812
2003-11-30,-37.312531535288784
2003-12-31,-38.88058655775603
2004-01-31,-41.459172082013076
2004-02-29,-50.04283537623849
2004-03-31,-49.72922437174505
2004-04-30,-49.35753581938027
2004-05-31,-43.66606905390534
2004-06-30,-36.81307348532304
2004-07-31,-54.793471897522984
2004-08-31,-55.69946170542842
2004-09-30,-52.5401145489076
2004-10-31,-60.357171934686846
2004-11-30,-53.910713662624055
2004-12-31,-48.556086705359185
2005-01-31,-49.79891632147468
2005-02-28,-59.137573891577865
2005-03-31,-60.19455923151097
2005-04-30,-62.413070605261545
2005-05-31,-58.75426816806488
2005-06-30,-61.56515834522743
2005-07-31,-47.55717614400751
2005-08-31,-50.40290952674496
2005-09-30,-47.382943500393516
2005-10-31,-53.701637813435156
2005-11-30,-43.71252666133855
2005-12-31,-45.23412407637258
2006-01-31,-47.94047909823059
2006-02-28,-56.512527990597704
2006-03-31,-57.56951333053081
2006-04-30,-59.10272791671305
2006-05-31,-59.799641875429586
2006-06-30,-55.07223692715162
2006-07-31,-68.76661089316801
2006-08-31,-64.1902042462076
2006-09-30,-62.691838404180075
2006-10-31,-55.75753648400984
2006-11-30,-53.144107754177895
2006-12-31,-54.16624711924618
2007-01-31,-56.24537736282738
2007-02-28,-54.53793567161096
2007-03-31,-53.782944165023096
2007-04-30,-28.763711446638276
2007-05-31,-19.692204504305415
2007-06-30,-20.540116764339523
2007-07-31,-8.773874740586768
2007-08-31,-7.182585375823103
2007-09-30,0.0
2007-10-31,-4.294145319905789
2007-11-30,-2.78045986249275
2007-12-31,-0.5475002009217317
2008-01-31,-16.586147815942383
2008-02-29,-30.78904651504456
2008-03-31,-23.456785446816657
2008-04-30,-15.58775877311304
2008-05-31,-12.377884378629709
2008-06-30,-21.277503881500714
2008-07-31,-18.046160296125358
2008-08-31,-13.247442919031869
2008-09-30,-21.889421893148544
2008-10-31,-38.550722115263035
2008-11-30,-54.159955198293105
2008-12-31,-44.949006832362684
2009-01-31,-36.85453317819275
2009-02-28,-30.445513865647094
2009-03-31,-21.159418212569562
2009-04-30,-13.558771782091295
2009-05-31,-16.274824071907968
2009-06-30,-10.187863098842742
2009-07-31,-7.933434246379697
2009-08-31,-12.839497577933317
2009-09-30,0.0
2009-10-31,0.0
2009-11-30,0.0
2009-12-31,-1.022735214644441
2010-01-31,-7.725695443385945
2010-02-28,-12.883522197014202
2010-03-31,-0.10300889834088311
2010-04-30,0.0
2010-05-31,-8.490156877685601
2010-06-30,-20.306348570257175
2010-07-31,-14.011673780502013
2010-08-31,-8.949673472627287
2010-09-30,0.0
2010-10-31,0.0
2010-11-30,0.0
2010-12-31,0.0
2011-01-31,-5.75555165608724
2011-02-28,-3.727775149875217
2011-03-31,0.0
2011-04-30,0.0
2011-05-31,0.0
2011-06-30,0.0
2011-07-31,0.0
2011-08-31,-3.276110304953766
2011-09-30,-2.8267193716138497
2011-10-31,-4.049078482010434
2011-11-30,-13.585298432934694
2011-12-31,-22.209244846143093
2012-01-31,-12.619092497405168
2012-02-29,-19.247711623160313
2012-03-31,-8.992455892993048
2012-04-30,0.0
2012-05-31,-8.18887505007921
2012-06-30,-1.5308384709331673
2012-07-31,0.0
2012-08-31,0.0
