Date,Drawdown
1927-12-30,0.0
1928-01-03,0.0
1928-01-04,-0.2252303773188757
1928-01-05,-1.182438001773104
1928-01-06,-0.5630652037216924
1928-01-09,-1.463965233846202
1928-01-10,-2.195942480981554
1928-01-11,-2.308557669640992
1928-01-12,-1.6328880168353586
1928-01-13,-1.0135152187839471
1928-01-16,-2.646392496043809
1928-01-17,-2.5900956412895866
1928-01-18,-2.8153152790329656
1928-01-19,-2.139645626227332
1928-01-20,-1.5765804225056395
1928-01-23,-0.6756803923811303
1928-01-24,-0.2815379716485946
1928-01-25,-1.3513500451867637
1928-01-26,-0.7319879867108493
1928-01-27,-0.3941424207325357
1928-01-30,-1.5202728281759206
1928-01-31,-1.069822813113666
1928-02-01,-1.295042450857045
1928-02-02,-0.7319879867108493
1928-02-03,-2.0270304375678942
1928-02-06,-1.7454924659192996
1928-02-07,-1.8018000602490185
1928-02-08,-1.5202728281759206
1928-02-09,-1.182438001773104
1928-02-10,-1.238734856527326
1928-02-14,-1.8018000602490185
1928-02-15,-2.0270304375678942
1928-02-16,-2.308557669640992
1928-02-17,-4.054050135560291
1928-02-20,-4.560807744952265
1928-02-21,-3.6599077148277557
1928-02-23,-3.547303265743815
1928-02-24,-3.26576529409522
1928-02-27,-3.6599077148277557
1928-02-28,-3.378380482754658
1928-02-29,-2.8153152790329656
1928-03-01,-2.5900956412895866
1928-03-02,-2.5900956412895866
1928-03-05,-1.069822813113666
1928-03-06,-0.5067576093919736
1928-03-07,-1.0135152187839471
1928-03-08,-0.6756803923811303
1928-03-09,0.0
1928-03-12,0.0
1928-03-13,-0.4444440205891927
1928-03-14,-0.388887193467882
1928-03-15,0.0
1928-03-16,0.0
1928-03-19,0.0
1928-03-20,0.0
1928-03-21,0.0
1928-03-22,-0.26809242940074174
1928-03-23,0.0
1928-03-26,0.0
1928-03-27,-0.5774210362640556
1928-03-28,-0.8398942457742463
1928-03-29,-0.5249263943620174
1928-03-30,0.0
1928-04-02,-1.9190914214525072
1928-04-03,-1.3485488569610258
1928-04-04,-1.5041540726096336
1928-04-05,-0.25934202608101303
1928-04-09,-0.051868405216202604
1928-04-10,-0.9336115081181524
1928-04-11,0.0
1928-04-12,-0.15432451554180032
1928-04-13,0.0
1928-04-16,-0.25341732499036657
1928-04-17,-1.0643643656610726
1928-04-18,-1.0643643656610726
1928-04-19,-0.5068443172320107
1928-04-20,-1.9766822032284366
1928-04-23,-2.939685439244129
1928-04-24,-2.4328411220121184
1928-04-25,-2.027367601676765
1928-04-26,-1.317791357902717
1928-04-27,-0.25341732499036657
1928-04-30,0.0
1928-05-01,0.0
1928-05-02,0.0
1928-05-03,0.0
1928-05-04,0.0
1928-05-07,0.0
1928-05-08,-0.6859352802307285
1928-05-09,-0.832925416780444
1928-05-10,-0.9799155533301598
1928-05-11,-0.24497421574888714
1928-05-14,0.0
1928-05-15,-0.24462398778251782
1928-05-16,-1.908029778899667
1928-05-17,-1.565556196004142
1928-05-18,-2.5440334842322274
1928-05-21,-3.9628246190178515
1928-05-22,-5.283756827239476
1928-05-23,-3.3757363797908018
1928-05-24,-2.788648140563752
1928-05-25,-2.641883079345235
1928-05-28,-4.25636407290588
1928-05-29,-3.0332721283462702
1928-05-31,-2.152644435231192
1928-06-01,-1.81018018378666
1928-06-04,-3.131121723459277
1928-06-05,-2.886497735676759
1928-06-06,-3.8160502263483407
1928-06-07,-4.060664882679866
1928-06-08,-5.2348320296829725
1928-06-11,-8.610568409473775
1928-06-12,-10.273974200590924
1928-06-13,-7.583175655140178
1928-06-14,-6.8003975571381075
1928-06-15,-8.317028955585746
1928-06-18,-9.980434746702894
1928-06-19,-10.273974200590924
1928-06-20,-9.148731851144321
1928-06-21,-9.197656648700823
1928-06-22,-9.295496912362838
1928-06-25,-9.637970495258363
1928-06-26,-8.610568409473775
1928-06-27,-7.729940716358696
1928-06-28,-6.7025479620251005
1928-06-29,-6.360083710580568
1928-07-02,-7.142861808582639
1928-07-03,-5.626221078684008
1928-07-05,-4.696677919463419
1928-07-06,-5.136991766020958
1928-07-09,-4.794527514576426
1928-07-10,-4.941292575794944
1928-07-11,-7.289626869801157
1928-07-12,-7.974564704141214
1928-07-13,-7.240711403695646
1928-07-16,-8.512718814360767
1928-07-17,-8.023489501697718
1928-07-18,-6.898237820800121
1928-07-19,-7.093937011026136
1928-07-20,-6.898237820800121
1928-07-23,-6.457923974242583
1928-07-24,-6.604698366912093
1928-07-25,-6.066534925241547
1928-07-26,-5.870845066466526
1928-07-27,-4.990217373351447
1928-07-30,-4.745602717019922
1928-07-31,-4.941292575794944
1928-08-01,-4.990217373351447
1928-08-02,-5.430531219908986
1928-08-03,-5.283756827239476
1928-08-06,-4.207439275349376
1928-08-07,-4.6477531219069155
1928-08-08,-5.821920268910022
1928-08-09,-5.577305612578497
1928-08-10,-5.821920268910022
1928-08-13,-5.626221078684008
1928-08-14,-6.409008508137072
1928-08-15,-4.745602717019922
1928-08-16,-4.060664882679866
1928-08-17,-3.913899821461348
1928-08-20,-3.277886784677795
1928-08-21,-2.054794840118185
1928-08-22,-2.152644435231192
1928-08-23,-2.054794840118185
1928-08-24,-0.48923864411404266
1928-08-27,-0.2935487853390214
1928-08-28,0.0
1928-08-29,0.0
1928-08-30,0.0
1928-08-31,0.0
1928-09-04,0.0
1928-09-05,0.0
1928-09-06,-0.616987008303258
1928-09-07,0.0
1928-09-10,-0.8060695830440053
1928-09-11,-0.047416921808835735
1928-09-12,0.0
1928-09-13,-0.09452012243808193
1928-09-14,-0.09452012243808193
